epoch,train acc,val acc
273,0.5432,0.5125
274,0.5447,0.5074
275,0.5374,0.5134
276,0.5452,0.505
277,0.5504,0.5112
278,0.545,0.5077
279,0.545,0.5124
280,0.5494,0.5138
281,0.5452,0.515
282,0.5472,0.507
283,0.5469,0.5116
284,0.5482,0.5149
285,0.5481,0.504
286,0.5484,0.5096
287,0.5499,0.5112
288,0.5502,0.5109
289,0.553,0.5036
290,0.5486,0.5054
291,0.5524,0.5007
292,0.5479,0.5027
293,0.5492,0.4948
294,0.553,0.5039
295,0.552,0.496
296,0.5523,0.502
297,0.5531,0.5086
298,0.5508,0.4949
299,0.5524,0.4976
300,0.5524,0.5124
301,0.5528,0.4994
302,0.555,0.4958
303,0.5539,0.4972
304,0.5534,0.4947
305,0.5552,0.5026
306,0.5548,0.4943
307,0.5574,0.4978
308,0.555,0.497
309,0.5579,0.5014
310,0.5572,0.4976
311,0.5583,0.5046
312,0.5594,0.5037
313,0.5586,0.4971
314,0.5612,0.5002
315,0.5611,0.5062
316,0.561,0.5028
317,0.5617,0.5024
318,0.5624,0.5002
319,0.5593,0.5082
320,0.5601,0.4964
321,0.5618,0.4936
322,0.5605,0.492
323,0.5641,0.4965
324,0.5638,0.4922
325,0.5634,0.498
326,0.5642,0.4963
327,0.5674,0.4996
328,0.5632,0.4966
329,0.5682,0.498
330,0.5681,0.4955
331,0.5634,0.4968
332,0.567,0.499
333,0.5688,0.497
334,0.5664,0.4932
335,0.5684,0.503
336,0.5654,0.4983
337,0.5708,0.4928
338,0.5684,0.4974
339,0.5711,0.4956
340,0.5698,0.5005
341,0.5742,0.4949
342,0.5705,0.498
343,0.5734,0.5001
344,0.5733,0.4992
345,0.5706,0.4878
346,0.5708,0.5038
347,0.572,0.4958
348,0.573,0.4932
349,0.5722,0.4917
350,0.5754,0.4945
351,0.5709,0.5008
352,0.5753,0.488
353,0.573,0.4962
354,0.5755,0.498
355,0.5736,0.4893
356,0.5784,0.4946
357,0.5748,0.496
358,0.5784,0.4956
359,0.5763,0.4978
360,0.5831,0.5002
361,0.5814,0.5
362,0.58,0.5021
363,0.5792,0.5007
364,0.5806,0.4986
365,0.583,0.4998
366,0.5798,0.495
367,0.5806,0.4966
368,0.581,0.4981
369,0.5856,0.5086
370,0.5838,0.5043
371,0.5838,0.5043
372,0.5826,0.4997
373,0.5867,0.4975
374,0.5723,0.4985
375,0.5836,0.4986
376,0.5847,0.495
377,0.5877,0.4978
378,0.5836,0.4874
379,0.5868,0.4988
380,0.5853,0.4952
381,0.585,0.4974
382,0.5875,0.5012
383,0.5896,0.4995
384,0.5883,0.501
385,0.5899,0.5018
386,0.5894,0.495
387,0.5908,0.4988
388,0.5906,0.5006
389,0.5904,0.4995
390,0.5903,0.5023
391,0.5894,0.4982
392,0.5878,0.5029
393,0.5924,0.4996
394,0.5929,0.4962
395,0.59,0.4954
396,0.5934,0.4923
397,0.5918,0.4951
398,0.5939,0.4929
399,0.5933,0.4935
400,0.5942,0.5028
401,0.5946,0.4947
402,0.5938,0.4993
403,0.5988,0.498
404,0.5943,0.4938
405,0.5955,0.5018
406,0.595,0.4994
407,0.595,0.4981
408,0.5953,0.5007
409,0.5975,0.494
410,0.598,0.501
411,0.5968,0.4964
412,0.5998,0.494
413,0.5944,0.4962
414,0.5986,0.4971
415,0.6003,0.498
416,0.6002,0.5015
417,0.6023,0.5
418,0.6002,0.4942
419,0.6003,0.4969
420,0.6011,0.5028
421,0.602,0.4958
422,0.6025,0.5014
423,0.6038,0.4953
424,0.6026,0.5034
425,0.604,0.4974
426,0.6048,0.4962
427,0.6032,0.501
428,0.6054,0.4918
429,0.6084,0.496
430,0.6034,0.482
431,0.5931,0.5024
432,0.6053,0.505
433,0.6086,0.5014
434,0.6082,0.4988
435,0.6095,0.5002
436,0.607,0.5048
437,0.6071,0.5001
438,0.6089,0.4976
439,0.6083,0.504
440,0.608,0.5045
441,0.6105,0.503
442,0.6075,0.5022
443,0.6106,0.504
444,0.6128,0.4953
445,0.61,0.4969
446,0.6106,0.4975
447,0.6115,0.4994
448,0.6118,0.4964
449,0.6125,0.497
450,0.6126,0.5052
451,0.6134,0.5028
452,0.6147,0.4997
453,0.6161,0.5017
454,0.6122,0.5022
455,0.6167,0.4942
456,0.6139,0.5048
457,0.6133,0.4925
458,0.6155,0.4948
459,0.6144,0.4976
460,0.6192,0.5014
461,0.6165,0.4956
462,0.6185,0.5046
463,0.6164,0.498
464,0.6173,0.5004
465,0.617,0.4929
466,0.6194,0.5124
467,0.6193,0.5042
468,0.6176,0.5062
469,0.6208,0.5028
470,0.6202,0.5004
471,0.6216,0.4975
472,0.6202,0.4885
473,0.6197,0.5017
474,0.6222,0.505
475,0.62,0.4994
476,0.6236,0.5036
477,0.6215,0.4954
478,0.6235,0.5109
479,0.6256,0.4982
480,0.6226,0.5028
481,0.6232,0.4969
482,0.6261,0.5062
483,0.6251,0.4936
484,0.625,0.5058
485,0.6246,0.5008
486,0.6261,0.4992
487,0.6253,0.4994
488,0.6244,0.4966
489,0.6252,0.5039
490,0.6267,0.5025
491,0.6272,0.4844
492,0.6251,0.4997
493,0.6279,0.5048
494,0.6266,0.4953
495,0.6276,0.4976
496,0.6288,0.505
497,0.6315,0.5014
498,0.631,0.5014
499,0.6312,0.4961
500,0.6312,0.4948
