epoch,train loss,test loss
1,7.367,7.3511
2,7.3494,7.3219
3,7.321,7.2799
4,7.2863,7.2324
5,7.2439,7.1676
6,7.1903,7.0905
7,7.1308,7.0212
8,7.0686,6.9424
9,7.0073,6.8992
10,6.9502,6.8177
11,6.8974,6.7802
12,6.8554,6.7283
13,6.8212,6.7091
14,6.7784,6.6836
15,6.7435,6.6537
16,6.7106,6.6311
17,6.6765,6.6184
18,6.653,6.5927
19,6.6234,6.5808
20,6.5865,6.5353
21,6.5571,6.4849
22,6.5065,6.4587
23,6.4816,6.409
24,6.4457,6.3771
25,6.3939,6.3385
26,6.3654,6.2962
27,6.3281,6.2654
28,6.2909,6.217
29,6.2544,6.1885
30,6.2214,6.1625
31,6.1952,6.1155
32,6.1622,6.0965
33,6.1219,6.0658
34,6.0937,6.0381
35,6.0598,6.0057
36,6.0329,5.98
37,5.9988,5.9518
38,5.9682,5.9269
39,5.938,5.8984
40,5.9077,5.8704
41,5.8882,5.8296
42,5.8558,5.8062
43,5.8291,5.8066
44,5.8132,5.7846
45,5.7853,5.7354
46,5.7499,5.7344
47,5.7274,5.687
48,5.7051,5.6667
49,5.6886,5.664
50,5.6636,5.6403
51,5.6344,5.6197
52,5.6149,5.5691
53,5.5909,5.5876
54,5.5619,5.5312
55,5.538,5.5242
56,5.5189,5.49
57,5.509,5.4857
58,5.4747,5.4696
59,5.4661,5.4704
60,5.4371,5.4457
61,5.4326,5.4385
62,5.3986,5.4081
63,5.3833,5.3801
64,5.3591,5.3679
65,5.3422,5.3635
66,5.3297,5.3764
67,5.3012,5.3802
68,5.296,5.2808
69,5.2668,5.3022
70,5.2445,5.2759
71,5.2281,5.2742
72,5.2066,5.298
73,5.1903,5.2782
74,5.1732,5.2069
75,5.1482,5.219
76,5.1265,5.1719
77,5.1193,5.2058
78,5.0997,5.1646
79,5.0862,5.0929
80,5.0665,5.1619
81,5.051,5.1491
82,5.0351,5.1516
83,5.0165,5.1568
84,5.0085,5.0978
85,4.9836,5.0819
86,4.9639,5.1027
87,4.9475,5.0593
88,4.9256,5.05
89,4.9064,5.0732
90,4.8965,5.0213
91,4.8763,5.0429
92,4.8467,5.0391
93,4.8307,4.9652
94,4.8226,4.9387
95,4.8007,4.968
96,4.7731,4.9556
97,4.7618,4.943
98,4.7417,4.9657
99,4.7387,4.9227
100,4.7276,4.9296
101,4.6997,4.8522
102,4.69,4.8701
103,4.674,4.8393
104,4.6406,4.9879
105,4.6395,4.8198
106,4.6201,4.84
107,4.6091,4.7699
108,4.5771,4.8304
109,4.5716,4.8422
110,4.5598,4.7738
111,4.52,4.8128
112,4.5192,4.719
113,4.4979,4.7962
114,4.4861,4.8134
115,4.4749,4.788
116,4.4617,4.7516
117,4.4262,4.662
118,4.4367,4.7012
119,4.4089,4.6631
120,4.3922,4.6912
121,4.3723,4.708
122,4.3394,4.6874
123,4.3305,4.6412
124,4.3334,4.6467
125,4.3227,4.6691
126,4.2779,4.6375
127,4.2723,4.7065
128,4.2675,4.6113
129,4.2534,4.714
130,4.2317,4.6163
131,4.2181,4.5926
132,4.2123,4.6265
133,4.1967,4.5457
134,4.1866,4.6283
135,4.1662,4.5545
136,4.1729,4.5086
137,4.1423,4.515
138,4.1491,4.6167
139,4.1154,4.6268
140,4.098,4.4931
141,4.1001,4.584
142,4.0707,4.5099
143,4.0684,4.491
144,4.0744,4.4932
145,4.0396,4.5586
146,4.0196,4.4885
147,4.0222,4.3968
148,4.0077,4.5426
149,3.9823,4.5036
150,4.0019,4.3708
151,3.9914,4.3902
152,3.9505,4.5068
153,3.9528,4.4672
154,3.9263,4.4993
155,3.9382,4.4282
156,3.9142,4.4151
157,3.8884,4.3812
158,3.9321,4.3909
159,3.8778,4.4644
160,3.8772,4.3539
161,3.8628,4.3804
162,3.8345,4.4218
163,3.8398,4.4555
164,3.8254,4.3405
165,3.8313,4.3346
166,3.8047,4.3739
167,3.8016,4.3784
168,3.8057,4.3986
169,3.7584,4.3009
170,3.7817,4.3153
171,3.7761,4.3293
172,3.7621,4.369
173,3.7307,4.3058
174,3.731,4.2677
175,3.708,4.3466
176,3.7063,4.2488
177,3.6917,4.3548
178,3.679,4.2043
179,3.6924,4.327
180,3.6871,4.2947
181,3.6676,4.4203
182,3.6633,4.3988
183,3.6433,4.3182
184,3.632,4.2165
185,3.6283,4.1922
186,3.6117,4.2472
187,3.5979,4.1444
188,3.6421,4.1679
189,3.6048,4.2366
190,3.5836,4.1211
191,3.6125,4.1994
192,3.5541,4.2462
193,3.5541,4.259
194,3.6207,4.2569
195,3.5688,4.2307
196,3.5556,4.2328
197,3.535,4.2403
198,3.535,4.1123
199,3.5261,4.0707
200,3.5122,4.1547
201,3.5399,4.2278
202,3.5253,4.1603
203,3.5019,4.2379
204,3.497,4.2229
205,3.4932,4.1139
206,3.4681,4.1371
207,3.4824,4.3127
208,3.4857,4.2764
209,3.4473,4.1991
210,3.4473,4.1566
211,3.4404,4.1344
212,3.424,4.2774
213,3.4167,4.2547
214,3.4512,4.1241
215,3.4171,4.1545
216,3.4137,4.3069
217,3.4257,4.2147
218,3.4097,4.3103
219,3.3827,4.1903
