epoch,train loss,test loss
1,7.3498,7.3082
2,7.29,7.214
3,7.1938,7.0593
4,7.058,6.8681
5,6.9117,6.7091
6,6.7777,6.5593
7,6.6625,6.4624
8,6.5467,6.3503
9,6.4469,6.2641
10,6.3734,6.1885
11,6.2676,6.1132
12,6.1915,6.0176
13,6.1072,5.9337
14,6.0294,5.8432
15,5.9554,5.7502
16,5.8799,5.6865
17,5.8031,5.5985
18,5.7411,5.5293
19,5.6591,5.5049
20,5.5938,5.3971
21,5.5256,5.3009
22,5.4603,5.2637
23,5.397,5.2088
24,5.3314,5.1233
25,5.2646,5.0611
26,5.2114,5.0021
27,5.146,4.9274
28,5.0893,4.8604
29,5.0241,4.8112
30,4.9611,4.7507
31,4.9195,4.6858
32,4.8494,4.6367
33,4.8129,4.6117
34,4.7501,4.544
35,4.6975,4.5013
36,4.6565,4.4207
37,4.5953,4.3797
38,4.5219,4.3245
39,4.4967,4.3088
40,4.4532,4.2385
41,4.4107,4.1832
42,4.363,4.1548
43,4.3178,4.0982
44,4.2791,4.0394
45,4.2385,4.0206
46,4.1997,3.9799
47,4.1473,3.9406
48,4.1072,3.91
49,4.0694,3.8467
50,4.0294,3.8069
51,4.0014,3.7834
52,3.9567,3.7511
53,3.9328,3.7453
54,3.8818,3.6909
55,3.8582,3.6793
56,3.8299,3.632
57,3.8019,3.6178
58,3.7612,3.5806
59,3.7437,3.5583
60,3.7138,3.5387
61,3.6617,3.5344
62,3.6533,3.4938
63,3.6175,3.4547
64,3.5844,3.455
65,3.5703,3.4287
66,3.5349,3.4697
67,3.5166,3.3942
68,3.5031,3.3581
69,3.4735,3.355
70,3.4458,3.3424
71,3.4148,3.3376
72,3.4127,3.3282
73,3.3651,3.3025
74,3.348,3.2844
75,3.346,3.3184
76,3.3116,3.273
77,3.2902,3.2421
78,3.2636,3.2726
79,3.2632,3.2164
80,3.2453,3.2001
81,3.2199,3.2479
82,3.212,3.2274
83,3.1894,3.2293
84,3.165,3.192
85,3.1662,3.2117
86,3.1338,3.1879
87,3.114,3.2257
88,3.1046,3.1811
89,3.0723,3.1913
90,3.0715,3.1883
91,3.0682,3.1573
92,3.045,3.1883
93,3.0456,3.1377
94,3.0121,3.1913
95,3.0078,3.1502
96,2.97,3.1838
97,2.973,3.111
98,2.9715,3.1129
99,2.9639,3.1588
100,2.9416,3.1611
