epoch,train loss,test loss
1,7.3706,7.3612
2,7.3624,7.3491
3,7.3531,7.3357
4,7.3386,7.3164
5,7.3223,7.295
6,7.3033,7.2697
7,7.2842,7.244
8,7.2619,7.2151
9,7.2351,7.1761
10,7.2048,7.1411
11,7.1728,7.1011
12,7.1419,7.0558
13,7.1033,7.0218
14,7.0697,6.9841
15,7.0348,6.9428
16,7.0049,6.9076
17,6.9714,6.871
18,6.9382,6.858
19,6.9055,6.8274
20,6.8815,6.789
21,6.8611,6.7778
22,6.836,6.7694
23,6.8151,6.7465
24,6.7862,6.7179
25,6.7681,6.7052
26,6.7467,6.676
27,6.7213,6.695
28,6.7102,6.6782
29,6.6805,6.6539
30,6.6629,6.6393
31,6.6386,6.6027
32,6.6205,6.5993
33,6.6002,6.5669
34,6.5773,6.5377
35,6.5521,6.5156
36,6.5277,6.4864
37,6.5036,6.4681
38,6.4739,6.458
39,6.4472,6.4289
40,6.4309,6.3862
41,6.4151,6.3894
42,6.3969,6.3439
43,6.3664,6.3476
44,6.3215,6.3159
45,6.3181,6.2759
46,6.2903,6.2944
47,6.2678,6.2622
48,6.2466,6.2185
49,6.2259,6.2144
50,6.213,6.2012
51,6.1761,6.1851
52,6.1639,6.1548
53,6.1449,6.1387
54,6.1213,6.1048
55,6.0943,6.1003
56,6.0741,6.0986
57,6.0448,6.0544
58,6.0257,6.053
59,6.0118,6.0134
60,5.9996,5.9854
61,5.9773,5.9793
62,5.9546,5.9781
63,5.934,5.9475
64,5.9204,5.929
65,5.897,5.9167
66,5.8828,5.895
67,5.8613,5.8941
68,5.849,5.893
69,5.8268,5.8364
70,5.8081,5.8425
71,5.7893,5.8177
72,5.7695,5.8343
73,5.7583,5.8052
74,5.7528,5.8042
75,5.7203,5.7992
76,5.6969,5.7614
77,5.6928,5.7616
78,5.6662,5.7336
79,5.6596,5.7073
80,5.6442,5.7469
81,5.6278,5.7221
82,5.6179,5.7238
83,5.6005,5.7243
84,5.588,5.688
85,5.5702,5.6834
86,5.555,5.6592
87,5.5322,5.6646
88,5.5289,5.6475
89,5.5076,5.6105
90,5.4947,5.6243
91,5.4761,5.587
92,5.4518,5.6122
93,5.4499,5.6437
94,5.4374,5.5863
95,5.429,5.5539
96,5.4012,5.5469
97,5.3891,5.526
98,5.3912,5.5316
99,5.3694,5.5257
100,5.3589,5.5734
101,5.3478,5.5048
102,5.3339,5.5164
103,5.3178,5.4999
104,5.3202,5.5383
105,5.2884,5.4688
106,5.2814,5.4911
107,5.2676,5.4483
108,5.2527,5.4071
109,5.2323,5.3934
110,5.2255,5.4102
111,5.2093,5.4326
112,5.205,5.4299
113,5.1981,5.414
114,5.1813,5.4598
115,5.1728,5.34
116,5.1453,5.425
117,5.1445,5.2957
118,5.1345,5.3944
119,5.1256,5.3484
120,5.0947,5.3599
121,5.0938,5.3478
122,5.0829,5.3382
123,5.0715,5.3599
124,5.0579,5.3409
125,5.0625,5.338
126,5.0292,5.3588
127,5.0281,5.3418
128,5.0123,5.3002
129,5.0293,5.2919
130,5.0003,5.2811
131,4.9852,5.3268
132,4.9668,5.3136
133,4.9651,5.2817
