epoch,train acc,val acc
1,0.0862,0.1141
2,0.1292,0.203
3,0.2205,0.2975
4,0.2705,0.3417
5,0.3107,0.3748
6,0.3232,0.3804
7,0.3271,0.3856
8,0.3299,0.3838
9,0.3313,0.3872
10,0.3324,0.386
11,0.3328,0.3798
12,0.3316,0.3847
13,0.3318,0.3833
14,0.3319,0.386
15,0.3324,0.3842
16,0.3311,0.3845
17,0.3314,0.3873
18,0.3322,0.3852
19,0.3299,0.3836
20,0.3256,0.3728
21,0.3196,0.3696
22,0.3127,0.363
23,0.3119,0.3575
24,0.3055,0.3551
25,0.3012,0.3447
26,0.2966,0.3504
27,0.2991,0.3457
28,0.2947,0.3535
29,0.2973,0.3442
30,0.2932,0.3442
31,0.2907,0.3384
32,0.285,0.3306
33,0.2747,0.324
34,0.2704,0.3182
35,0.2652,0.3233
36,0.2606,0.3113
37,0.2576,0.3117
38,0.2539,0.3077
39,0.2507,0.2995
40,0.2534,0.3095
41,0.2531,0.3166
42,0.2546,0.3124
43,0.254,0.3011
44,0.2552,0.3079
45,0.2556,0.3095
46,0.2556,0.3097
47,0.2563,0.31
48,0.2581,0.3138
49,0.2608,0.3139
50,0.262,0.3175
51,0.2631,0.3257
52,0.2671,0.3216
53,0.266,0.3272
54,0.27,0.3334
55,0.271,0.3317
56,0.2747,0.3399
57,0.2774,0.3414
58,0.2802,0.3436
59,0.2834,0.3445
60,0.2836,0.345
61,0.2863,0.3454
62,0.2887,0.3527
63,0.2892,0.3552
64,0.2908,0.3568
65,0.2928,0.3603
66,0.2957,0.3598
67,0.2973,0.3598
68,0.298,0.3588
69,0.3011,0.3687
70,0.3009,0.37
71,0.3029,0.3676
72,0.3048,0.3682
73,0.3059,0.3705
74,0.3107,0.3766
75,0.3115,0.3722
76,0.3134,0.3786
77,0.3134,0.377
78,0.3163,0.3834
79,0.3188,0.388
80,0.3203,0.3832
81,0.3207,0.3832
82,0.3223,0.3812
83,0.3232,0.379
84,0.3258,0.387
85,0.3274,0.3846
86,0.3276,0.3916
87,0.3306,0.3876
88,0.3321,0.392
89,0.3318,0.3972
90,0.3325,0.3941
91,0.3346,0.3997
92,0.3382,0.3929
93,0.3388,0.3997
94,0.341,0.3955
95,0.3428,0.4031
96,0.3438,0.406
97,0.3467,0.4122
98,0.3474,0.4086
99,0.348,0.4068
100,0.35,0.4043
101,0.3513,0.4112
102,0.3541,0.411
103,0.3528,0.4156
104,0.356,0.4117
105,0.3597,0.4152
106,0.3574,0.4166
107,0.3641,0.4225
108,0.3663,0.4278
109,0.368,0.4323
110,0.3684,0.426
111,0.3676,0.4238
112,0.3716,0.4256
113,0.3726,0.4288
114,0.3713,0.4224
115,0.377,0.4434
116,0.378,0.4272
117,0.381,0.4488
118,0.3813,0.4268
119,0.374,0.4404
120,0.3842,0.439
121,0.384,0.4396
122,0.3842,0.4409
123,0.385,0.4324
124,0.3878,0.4446
125,0.3885,0.4454
126,0.3918,0.4408
127,0.3908,0.4406
128,0.3946,0.4456
129,0.3924,0.4492
130,0.3937,0.455
131,0.3948,0.4388
132,0.3967,0.449
133,0.3962,0.4524
134,0.403,0.4635
135,0.4062,0.4488
136,0.4014,0.4538
137,0.4054,0.456
138,0.4085,0.4485
139,0.412,0.456
140,0.4143,0.4722
141,0.407,0.4638
142,0.4165,0.4673
143,0.4162,0.4551
144,0.419,0.4596
145,0.4208,0.4739
146,0.4205,0.4735
147,0.4212,0.4654
148,0.4318,0.4774
149,0.4265,0.4834
150,0.4318,0.4778
151,0.4352,0.475
152,0.4377,0.4853
153,0.4332,0.4883
154,0.4339,0.4792
155,0.438,0.4824
156,0.4414,0.4922
157,0.4404,0.4986
158,0.44,0.477
159,0.4442,0.4938
160,0.4452,0.4916
161,0.4457,0.4944
162,0.445,0.495
163,0.4471,0.4902
164,0.454,0.5094
165,0.4518,0.5012
166,0.455,0.5038
167,0.456,0.4939
168,0.4501,0.52
169,0.455,0.5112
170,0.4587,0.5055
171,0.4614,0.5044
172,0.459,0.524
173,0.46,0.5139
174,0.4618,0.4996
175,0.4646,0.524
176,0.4683,0.5097
177,0.4693,0.5187
178,0.4742,0.524
179,0.4728,0.5138
180,0.4631,0.5225
181,0.4686,0.5272
182,0.4729,0.5208
183,0.4718,0.5264
184,0.4712,0.5252
185,0.4821,0.528
186,0.4741,0.5412
187,0.48,0.5314
188,0.4791,0.5349
189,0.4799,0.5311
190,0.484,0.5441
191,0.479,0.5552
192,0.4838,0.5327
193,0.4868,0.5367
194,0.4859,0.5282
195,0.4872,0.5238
196,0.4847,0.5604
197,0.4841,0.5354
198,0.4904,0.5426
199,0.4883,0.5404
200,0.4888,0.5347
201,0.4836,0.5562
202,0.4948,0.5402
203,0.489,0.5526
204,0.4912,0.541
205,0.4952,0.5484
206,0.4838,0.5448
207,0.4942,0.5632
208,0.497,0.557
209,0.498,0.5353
210,0.4978,0.5668
211,0.499,0.561
212,0.502,0.5492
213,0.4996,0.5397
214,0.4975,0.5587
215,0.4998,0.5542
216,0.5036,0.5518
217,0.5084,0.5634
218,0.501,0.549
219,0.498,0.5488
220,0.4988,0.5588
221,0.5008,0.5504
222,0.5053,0.5478
223,0.5112,0.5718
224,0.502,0.5726
225,0.5107,0.5561
226,0.5115,0.5779
227,0.5114,0.568
228,0.5088,0.5756
229,0.5088,0.5717
230,0.5058,0.5485
231,0.5115,0.5741
232,0.5064,0.5567
233,0.5082,0.58
234,0.5064,0.5831
235,0.5173,0.579
236,0.516,0.5354
237,0.5133,0.5609
238,0.517,0.5766
239,0.519,0.5761
240,0.5177,0.5698
241,0.517,0.5734
242,0.5162,0.5936
243,0.515,0.5738
244,0.5214,0.582
245,0.5264,0.5646
246,0.5227,0.5802
247,0.5238,0.5502
248,0.528,0.589
249,0.5221,0.5596
250,0.5223,0.5861
251,0.5279,0.575
252,0.5206,0.5668
253,0.526,0.5851
254,0.5301,0.5711
255,0.5236,0.5602
256,0.5275,0.5826
257,0.5282,0.5493
258,0.5311,0.5765
259,0.5282,0.5768
260,0.526,0.571
261,0.5284,0.5716
262,0.5291,0.575
