epoch,train acc,val acc
1,0.0778,0.0876
2,0.0872,0.101
3,0.0988,0.1164
4,0.1102,0.1336
5,0.1246,0.1516
6,0.1484,0.1899
7,0.1798,0.225
8,0.2027,0.2506
9,0.2232,0.267
10,0.2386,0.2842
11,0.2574,0.3118
12,0.2804,0.3315
13,0.2966,0.353
14,0.3082,0.3638
15,0.316,0.3704
16,0.3215,0.3782
17,0.3238,0.3782
18,0.3246,0.3798
19,0.3264,0.3811
20,0.3275,0.3851
21,0.3274,0.3833
22,0.3291,0.3826
23,0.33,0.3845
24,0.3306,0.3878
25,0.3316,0.3876
26,0.332,0.3864
27,0.3332,0.389
28,0.3332,0.3866
29,0.3336,0.386
30,0.3326,0.3831
31,0.3326,0.3851
32,0.3326,0.3869
33,0.3322,0.3868
34,0.3332,0.3877
35,0.3338,0.3877
36,0.3326,0.3834
37,0.3331,0.3874
38,0.3345,0.388
39,0.3335,0.3856
40,0.3332,0.3863
41,0.3339,0.3872
42,0.3333,0.3823
43,0.3334,0.3839
44,0.3337,0.3858
45,0.334,0.3858
46,0.3334,0.3846
47,0.3343,0.3847
48,0.3332,0.3845
49,0.3338,0.3827
50,0.3336,0.3863
51,0.3331,0.3852
52,0.3338,0.3857
53,0.3329,0.3808
54,0.3329,0.3836
55,0.3319,0.3825
56,0.332,0.3833
57,0.3319,0.3846
58,0.3314,0.383
59,0.3323,0.3851
60,0.3328,0.3792
61,0.3314,0.3828
62,0.3316,0.3832
63,0.3308,0.387
64,0.3318,0.382
65,0.3313,0.3836
66,0.3306,0.3832
67,0.3314,0.3799
68,0.3312,0.3813
69,0.3307,0.3829
70,0.3319,0.3801
71,0.3307,0.3796
72,0.3307,0.3856
73,0.3311,0.38
74,0.3312,0.382
75,0.3302,0.3796
76,0.3304,0.3798
77,0.3299,0.3774
78,0.3295,0.3777
79,0.3286,0.3794
80,0.3274,0.3754
81,0.3273,0.3744
82,0.3273,0.3738
83,0.3267,0.3729
84,0.3254,0.3765
85,0.326,0.3748
86,0.3256,0.3744
87,0.3247,0.3748
88,0.3232,0.3704
89,0.3229,0.3724
90,0.3226,0.3696
91,0.3207,0.3694
92,0.3202,0.3673
93,0.3178,0.3724
94,0.3198,0.3692
95,0.3188,0.3692
96,0.3172,0.3727
97,0.3174,0.3677
98,0.3178,0.3691
99,0.3156,0.3701
100,0.3158,0.3657
101,0.314,0.3667
102,0.3128,0.3613
103,0.3134,0.3642
104,0.3118,0.3648
105,0.312,0.361
106,0.3098,0.3598
107,0.3102,0.363
108,0.3084,0.3621
109,0.3079,0.3555
110,0.3068,0.3544
111,0.3064,0.36
112,0.308,0.3538
113,0.3055,0.3531
114,0.3042,0.3525
115,0.3052,0.3516
116,0.3057,0.358
117,0.3039,0.3506
118,0.3041,0.3529
119,0.3028,0.354
120,0.302,0.348
121,0.3025,0.3556
122,0.2997,0.3498
123,0.2997,0.3447
124,0.2998,0.3482
125,0.2953,0.3471
126,0.2973,0.34
127,0.2976,0.3427
128,0.2958,0.3374
129,0.2958,0.3456
130,0.2944,0.3442
131,0.2956,0.3422
132,0.2976,0.3467
133,0.2968,0.3463
134,0.2955,0.3386
135,0.2968,0.3488
136,0.2965,0.3442
137,0.2954,0.3422
138,0.2977,0.3481
139,0.2973,0.3473
140,0.2963,0.3496
141,0.2987,0.3435
142,0.295,0.3426
143,0.2946,0.3452
144,0.2966,0.3468
145,0.2951,0.3496
146,0.2946,0.3407
147,0.2953,0.3494
148,0.2954,0.3461
149,0.2933,0.3435
150,0.2952,0.3395
151,0.2952,0.3438
152,0.2948,0.3506
153,0.2949,0.3456
154,0.2942,0.3443
155,0.2945,0.3472
156,0.2942,0.3402
157,0.2936,0.3498
158,0.2929,0.3394
159,0.2931,0.3446
160,0.2929,0.3415
161,0.2911,0.3368
162,0.289,0.3385
163,0.2913,0.3448
164,0.2922,0.3408
165,0.2894,0.347
166,0.2903,0.3424
167,0.2906,0.3444
168,0.2909,0.3396
169,0.2901,0.3414
170,0.2884,0.3418
171,0.2898,0.3404
172,0.2885,0.3422
173,0.288,0.3372
174,0.2884,0.3365
175,0.2891,0.3378
176,0.2885,0.339
177,0.287,0.3432
178,0.2855,0.3408
179,0.2876,0.3354
180,0.2847,0.3432
181,0.2868,0.341
182,0.2854,0.3412
183,0.2867,0.3384
184,0.2852,0.337
185,0.2858,0.3374
186,0.2872,0.3369
187,0.286,0.3391
188,0.2843,0.3353
189,0.2852,0.3316
190,0.2856,0.3376
191,0.283,0.3384
192,0.2852,0.3356
193,0.2848,0.3428
194,0.284,0.3399
195,0.2834,0.3361
196,0.2858,0.336
197,0.2851,0.3395
198,0.2836,0.3356
199,0.2864,0.3349
200,0.284,0.3383
201,0.2854,0.3402
202,0.2852,0.3389
203,0.2861,0.3366
204,0.2849,0.3392
205,0.2859,0.3384
206,0.2847,0.3376
207,0.2852,0.3421
208,0.2854,0.3332
209,0.2862,0.34
210,0.2859,0.3417
211,0.287,0.3428
212,0.2868,0.3399
213,0.2863,0.3404
214,0.286,0.3424
215,0.2868,0.3416
216,0.2874,0.3432
217,0.2887,0.3478
218,0.2876,0.3382
219,0.2875,0.3472
220,0.2894,0.344
221,0.29,0.3447
222,0.2892,0.3463
223,0.2907,0.35
224,0.29,0.3456
225,0.2895,0.3446
226,0.2898,0.3424
227,0.2874,0.3468
228,0.2895,0.3488
229,0.2904,0.3443
230,0.2919,0.3444
231,0.2914,0.3453
232,0.2901,0.3466
233,0.289,0.347
234,0.2915,0.3493
235,0.2902,0.3464
236,0.2906,0.3448
237,0.2892,0.353
238,0.2899,0.3484
239,0.2905,0.3514
240,0.29,0.3481
241,0.2908,0.3448
242,0.2912,0.3445
243,0.2907,0.349
244,0.2892,0.3495
245,0.2904,0.3482
246,0.2915,0.3497
247,0.2903,0.3476
248,0.29,0.347
249,0.2915,0.3493
250,0.2895,0.3498
251,0.2943,0.3508
252,0.2908,0.3511
253,0.29,0.3518
254,0.2924,0.3559
255,0.2945,0.356
256,0.294,0.3576
257,0.2957,0.3541
258,0.2948,0.3532
259,0.2944,0.3496
260,0.295,0.3575
261,0.2961,0.3498
262,0.2972,0.3554
263,0.2973,0.3515
264,0.298,0.3564
265,0.2977,0.3536
266,0.2986,0.3595
267,0.297,0.3525
268,0.2981,0.3531
269,0.2984,0.3597
270,0.2994,0.3568
271,0.3016,0.3605
272,0.302,0.3583
273,0.3027,0.3583
274,0.3018,0.3615
275,0.3022,0.3651
276,0.305,0.3621
277,0.3039,0.3636
278,0.303,0.3582
279,0.3046,0.3622
280,0.3063,0.3627
281,0.3073,0.3669
282,0.3056,0.3653
283,0.3075,0.3663
284,0.3079,0.3713
285,0.3076,0.3698
286,0.3081,0.3668
287,0.3089,0.3736
288,0.3089,0.3742
289,0.3103,0.3717
290,0.3084,0.3706
291,0.3093,0.3699
292,0.3094,0.3723
293,0.3094,0.3716
294,0.3115,0.3754
295,0.311,0.3742
296,0.3116,0.3768
297,0.3134,0.3764
298,0.3133,0.3755
299,0.3125,0.373
300,0.3115,0.3795
301,0.3147,0.3712
302,0.3167,0.379
303,0.3151,0.377
304,0.3153,0.3774
305,0.3157,0.379
306,0.3162,0.3818
307,0.3171,0.378
308,0.3181,0.3838
309,0.3171,0.3736
310,0.319,0.377
311,0.32,0.3851
312,0.3211,0.3843
313,0.3188,0.384
314,0.3213,0.3805
315,0.3198,0.3839
316,0.3211,0.3836
317,0.3204,0.3873
318,0.3213,0.3861
319,0.324,0.3876
320,0.3216,0.382
321,0.3219,0.3832
322,0.3222,0.3858
323,0.3243,0.392
324,0.3229,0.3868
325,0.3227,0.3898
326,0.325,0.3885
327,0.326,0.3951
328,0.326,0.3911
329,0.325,0.39
330,0.3287,0.3867
331,0.3278,0.3914
332,0.327,0.3893
333,0.3295,0.3942
334,0.3288,0.39
335,0.3269,0.3954
336,0.3286,0.3889
337,0.3296,0.3893
338,0.3303,0.3931
339,0.3282,0.3919
340,0.3302,0.3921
341,0.3318,0.3955
342,0.3309,0.3938
343,0.3319,0.3938
344,0.3328,0.3984
345,0.3314,0.4017
346,0.3311,0.3949
347,0.3333,0.3972
348,0.3342,0.3966
349,0.3324,0.4013
350,0.3351,0.3936
351,0.3339,0.4014
352,0.3352,0.3982
353,0.3343,0.4003
354,0.3373,0.3989
355,0.3357,0.3941
356,0.336,0.3975
357,0.3374,0.3994
358,0.3384,0.403
359,0.3369,0.4028
360,0.3395,0.3999
361,0.3394,0.401
362,0.3405,0.4029
363,0.3397,0.4071
364,0.341,0.405
365,0.3412,0.4032
366,0.3404,0.4004
367,0.3441,0.3998
368,0.3408,0.405
369,0.3429,0.4064
370,0.3438,0.4074
371,0.3444,0.4095
372,0.3425,0.4067
373,0.3431,0.4064
374,0.3429,0.4036
375,0.3452,0.4076
376,0.3448,0.4091
377,0.346,0.4078
378,0.3452,0.4031
379,0.3464,0.4094
380,0.3476,0.4094
381,0.3465,0.4064
382,0.3482,0.4063
383,0.3492,0.408
384,0.3498,0.4118
