epoch,train loss,test loss
1,7.3723,7.3647
2,7.3698,7.362
3,7.3669,7.3579
4,7.3642,7.3535
5,7.3615,7.3518
6,7.3591,7.347
7,7.3556,7.3424
8,7.3518,7.3379
9,7.3478,7.3326
10,7.3443,7.3273
11,7.3396,7.3214
12,7.3342,7.3168
13,7.3305,7.3093
14,7.3244,7.3015
15,7.3191,7.2945
16,7.3146,7.2855
17,7.3083,7.2809
18,7.3039,7.2732
19,7.2973,7.2664
20,7.2921,7.257
21,7.2867,7.2519
22,7.2798,7.2425
23,7.273,7.2356
24,7.2674,7.2255
25,7.2614,7.2156
26,7.2539,7.2067
27,7.2452,7.1981
28,7.2386,7.1892
29,7.2317,7.1782
30,7.2238,7.173
31,7.2158,7.158
32,7.2095,7.1477
33,7.2029,7.1372
34,7.1938,7.1263
35,7.1856,7.1156
36,7.179,7.1075
37,7.1693,7.0934
38,7.1597,7.0853
39,7.1494,7.0771
40,7.1422,7.062
41,7.1347,7.0472
42,7.1265,7.0415
43,7.1166,7.0281
44,7.1093,7.0177
45,7.0978,7.0103
46,7.0894,6.9957
47,7.079,6.9888
48,7.0732,6.9783
49,7.0664,6.9699
50,7.0545,6.9539
51,7.0458,6.9448
52,7.0365,6.9317
53,7.0302,6.9306
54,7.0214,6.9226
55,7.0152,6.9139
56,7.0059,6.9042
57,6.9985,6.8918
58,6.9879,6.8793
59,6.9831,6.8788
60,6.9751,6.8771
61,6.9681,6.8636
62,6.9574,6.8542
63,6.9519,6.8413
64,6.9456,6.8389
65,6.9404,6.8339
66,6.9316,6.8348
67,6.9227,6.8229
68,6.9187,6.8115
69,6.9111,6.8076
70,6.9044,6.7956
71,6.897,6.7993
72,6.8914,6.7808
73,6.884,6.7831
74,6.8723,6.7696
75,6.8749,6.7672
76,6.8647,6.7687
77,6.8596,6.7529
78,6.8537,6.7445
79,6.8467,6.7339
80,6.8418,6.7394
81,6.8361,6.7273
82,6.8288,6.7314
83,6.8229,6.7249
84,6.8167,6.7189
85,6.8136,6.7069
86,6.8083,6.7026
87,6.8019,6.7009
88,6.7979,6.6884
89,6.7917,6.6902
90,6.7884,6.6833
91,6.7849,6.6822
92,6.7749,6.6739
93,6.7689,6.6646
94,6.7697,6.6828
95,6.7612,6.6559
96,6.7596,6.665
97,6.7574,6.656
98,6.7467,6.6492
99,6.7452,6.6394
100,6.7376,6.6481
101,6.737,6.634
102,6.7295,6.6375
103,6.7259,6.628
104,6.7259,6.6203
105,6.7186,6.6285
106,6.714,6.6139
107,6.7126,6.6198
108,6.7044,6.6204
109,6.6998,6.6096
110,6.7013,6.6194
111,6.6996,6.6029
112,6.6859,6.6
113,6.6836,6.616
114,6.6852,6.5927
115,6.6834,6.6062
116,6.6751,6.5808
117,6.6704,6.5865
118,6.6678,6.5828
119,6.662,6.5991
120,6.6626,6.5818
121,6.6595,6.5773
122,6.6577,6.58
123,6.653,6.5734
124,6.6505,6.573
125,6.6532,6.5593
126,6.6406,6.5759
127,6.6389,6.57
128,6.6328,6.5697
129,6.6326,6.5765
130,6.6314,6.5551
131,6.6237,6.5556
132,6.6191,6.5414
133,6.6163,6.5434
134,6.6171,6.5537
135,6.6134,6.5353
136,6.6067,6.5497
137,6.6078,6.5328
138,6.6023,6.5268
139,6.5973,6.5303
140,6.5934,6.5294
141,6.5867,6.5199
142,6.5902,6.5267
143,6.5894,6.5311
144,6.5816,6.4926
145,6.582,6.5025
146,6.579,6.5324
147,6.5725,6.4908
148,6.5681,6.5018
149,6.5677,6.4951
150,6.5635,6.5122
151,6.5575,6.4893
152,6.5602,6.486
153,6.5503,6.4861
154,6.5468,6.4794
155,6.5462,6.4741
156,6.5419,6.4848
157,6.5415,6.4751
158,6.5371,6.4752
159,6.5354,6.4773
160,6.5322,6.455
161,6.5284,6.4707
162,6.5321,6.4679
163,6.5192,6.4615
164,6.5202,6.4589
165,6.5167,6.4488
166,6.5062,6.4334
167,6.5038,6.421
168,6.5075,6.4205
169,6.4946,6.4381
170,6.4939,6.4274
171,6.4874,6.4273
172,6.4851,6.4293
173,6.4833,6.4023
174,6.4791,6.4184
175,6.4734,6.4114
176,6.4714,6.4159
177,6.4657,6.3811
178,6.4617,6.3906
179,6.4609,6.3876
180,6.4544,6.3812
181,6.4469,6.3821
182,6.4417,6.3707
183,6.4426,6.3589
184,6.4389,6.3722
185,6.4365,6.348
186,6.4277,6.3679
187,6.4251,6.3443
188,6.4202,6.3595
189,6.4161,6.3501
190,6.4119,6.3506
191,6.4068,6.3214
192,6.4065,6.3219
193,6.399,6.3175
194,6.3935,6.3102
195,6.3896,6.3249
196,6.3924,6.2876
197,6.378,6.3138
198,6.3804,6.3111
199,6.3699,6.2954
200,6.3688,6.2891
201,6.3567,6.2651
202,6.3589,6.2788
203,6.3489,6.2471
204,6.3399,6.2593
205,6.3459,6.2536
206,6.344,6.2518
207,6.3313,6.2673
208,6.335,6.2466
209,6.329,6.2528
210,6.3264,6.2464
211,6.3214,6.2335
212,6.3175,6.2161
213,6.3177,6.222
214,6.3183,6.2098
215,6.2991,6.2139
216,6.299,6.2247
217,6.2914,6.1954
218,6.2971,6.1938
219,6.285,6.1933
220,6.2797,6.1737
221,6.2716,6.1872
222,6.275,6.1764
223,6.262,6.1607
224,6.271,6.1571
225,6.2551,6.1784
226,6.258,6.176
227,6.2543,6.1589
228,6.2499,6.1505
229,6.2402,6.1615
230,6.2404,6.1552
231,6.2365,6.1512
232,6.2311,6.1378
233,6.2288,6.1317
234,6.2241,6.1054
235,6.2183,6.1263
236,6.2186,6.1275
237,6.2132,6.1147
238,6.202,6.1096
239,6.1982,6.107
240,6.1931,6.1133
241,6.2014,6.1058
242,6.1895,6.0954
243,6.1861,6.086
244,6.1893,6.0961
245,6.1782,6.0926
246,6.1766,6.0538
247,6.1768,6.0921
248,6.1656,6.0713
249,6.1591,6.0683
250,6.1516,6.0585
251,6.1503,6.0515
252,6.1472,6.0482
253,6.1466,6.0524
254,6.1433,6.0368
255,6.1355,6.0327
256,6.1317,6.021
257,6.1186,6.0401
258,6.129,6.0283
259,6.1123,6.011
260,6.1131,6.0014
261,6.106,6.0296
262,6.101,6.0208
263,6.0952,6.0061
264,6.0972,5.9817
265,6.089,6.0051
266,6.0831,5.9776
267,6.0818,6.0109
268,6.0888,5.985
269,6.0737,5.9682
270,6.0667,5.9766
271,6.0631,5.9891
272,6.0547,5.9657
273,6.0504,5.9582
274,6.0515,5.9417
275,6.0439,5.9437
276,6.035,5.9471
277,6.0299,5.9574
278,6.0322,5.9491
279,6.0296,5.9269
280,6.0234,5.9252
281,6.0163,5.9115
282,6.0216,5.9276
283,6.0145,5.9284
284,6.0024,5.8954
285,6.0055,5.8975
286,5.9959,5.9059
287,5.9899,5.9026
288,5.9862,5.8925
289,5.9888,5.8751
290,5.9879,5.9017
291,5.974,5.8761
292,5.9713,5.8844
293,5.9669,5.891
294,5.9601,5.8835
295,5.9576,5.8728
296,5.9556,5.8636
297,5.9502,5.8556
298,5.9447,5.863
299,5.9435,5.861
300,5.9464,5.8592
301,5.9358,5.8587
302,5.9312,5.8281
303,5.9313,5.8599
304,5.9192,5.84
305,5.9174,5.8261
306,5.9127,5.8195
307,5.9072,5.8325
308,5.9053,5.8077
309,5.8985,5.833
310,5.896,5.8176
311,5.889,5.7937
312,5.8864,5.7839
313,5.8815,5.8042
314,5.8793,5.7909
315,5.8749,5.7966
316,5.8742,5.791
317,5.8691,5.7681
318,5.8614,5.7758
319,5.8583,5.7734
320,5.8582,5.782
321,5.8501,5.7691
322,5.8471,5.7597
323,5.8433,5.7324
324,5.8425,5.7754
325,5.8419,5.751
326,5.8309,5.7366
327,5.8259,5.7305
328,5.8203,5.7428
329,5.8153,5.7486
330,5.8061,5.7469
331,5.8101,5.718
332,5.8091,5.7437
333,5.7954,5.7312
334,5.7985,5.73
335,5.7987,5.7135
336,5.7903,5.7255
337,5.778,5.7097
338,5.7811,5.7049
339,5.7828,5.7076
340,5.7731,5.7062
341,5.768,5.6908
342,5.7703,5.6981
343,5.7611,5.6928
344,5.7501,5.6685
345,5.7564,5.653
346,5.7525,5.6944
347,5.7407,5.6855
348,5.7375,5.672
349,5.7372,5.6528
350,5.7306,5.6914
351,5.7338,5.6456
352,5.7247,5.6579
353,5.7238,5.6633
354,5.7145,5.6558
355,5.7182,5.6569
356,5.713,5.6477
357,5.7023,5.6352
358,5.6964,5.6289
359,5.7049,5.624
360,5.6908,5.6334
361,5.6836,5.615
362,5.6813,5.6108
363,5.6888,5.5979
364,5.6779,5.599
365,5.6733,5.5982
366,5.6746,5.6173
367,5.6599,5.6112
368,5.6588,5.607
369,5.6514,5.5855
370,5.6518,5.5796
371,5.6466,5.5608
372,5.6505,5.5877
373,5.6409,5.5889
374,5.6434,5.5906
375,5.6332,5.5798
376,5.6301,5.565
377,5.6254,5.5769
378,5.6265,5.567
379,5.6172,5.555
380,5.6141,5.5433
381,5.6233,5.5638
382,5.609,5.5497
383,5.6028,5.5419
384,5.5994,5.533
385,5.5974,5.5294
386,5.5857,5.5226
387,5.599,5.554
388,5.5876,5.5292
389,5.5838,5.5131
390,5.5679,5.5204
391,5.5746,5.5248
392,5.5701,5.5192
393,5.5684,5.4992
394,5.5715,5.5305
395,5.5588,5.4894
396,5.5583,5.4861
397,5.552,5.4902
