epoch,train acc,val acc
1,0.135,0.255
2,0.2901,0.3818
3,0.3285,0.3856
4,0.3305,0.3868
5,0.3323,0.3857
6,0.3376,0.393
7,0.337,0.381
8,0.3086,0.3287
9,0.2915,0.3555
10,0.3094,0.3456
11,0.2999,0.3342
12,0.2888,0.3332
13,0.2792,0.3265
14,0.2722,0.3224
15,0.2644,0.3201
16,0.266,0.32
17,0.2656,0.3146
18,0.2671,0.3164
19,0.2712,0.3171
20,0.2712,0.3272
21,0.2735,0.3276
22,0.275,0.3299
23,0.278,0.33
24,0.2828,0.3368
25,0.2844,0.3408
26,0.2886,0.3474
27,0.2934,0.349
28,0.2984,0.3508
29,0.3002,0.3537
30,0.3014,0.359
31,0.3084,0.3611
32,0.3084,0.3663
33,0.3114,0.3663
34,0.3159,0.3688
35,0.319,0.3738
36,0.3215,0.3769
37,0.3232,0.3833
38,0.3281,0.3877
39,0.3304,0.3841
40,0.3316,0.3909
41,0.3345,0.3922
42,0.3375,0.3918
43,0.3406,0.393
44,0.3435,0.3988
45,0.3448,0.4012
46,0.3478,0.4037
47,0.3496,0.4062
48,0.3528,0.4049
49,0.3551,0.4072
50,0.3575,0.4173
51,0.3592,0.4159
52,0.3637,0.4252
53,0.367,0.4206
54,0.369,0.4248
55,0.3696,0.4274
56,0.3758,0.4281
57,0.3776,0.4333
58,0.382,0.4417
59,0.3832,0.4443
60,0.3888,0.4421
61,0.3919,0.446
62,0.396,0.4521
63,0.3965,0.4541
64,0.4,0.4499
65,0.401,0.4548
66,0.4018,0.4604
67,0.4082,0.4588
68,0.4089,0.4566
69,0.4106,0.471
70,0.4139,0.471
71,0.4161,0.4664
72,0.4164,0.483
73,0.4227,0.4792
74,0.4229,0.4766
75,0.4228,0.4774
76,0.427,0.4861
77,0.4284,0.4875
78,0.43,0.4944
79,0.4326,0.4913
80,0.4363,0.5012
81,0.4394,0.4998
82,0.4381,0.4934
83,0.4404,0.502
84,0.4428,0.502
85,0.4452,0.4996
86,0.4496,0.502
87,0.4484,0.5104
88,0.4506,0.5149
89,0.4528,0.5082
90,0.453,0.518
91,0.4542,0.5103
92,0.4578,0.5128
93,0.4596,0.5202
94,0.4615,0.5176
95,0.4612,0.5165
96,0.4637,0.5212
97,0.4668,0.524
98,0.468,0.5216
99,0.4701,0.5286
100,0.4748,0.5268
101,0.4729,0.5316
102,0.4715,0.5292
103,0.4767,0.5278
104,0.475,0.5376
105,0.4809,0.54
106,0.4789,0.5401
107,0.4816,0.539
108,0.4842,0.5272
109,0.4873,0.5437
110,0.4839,0.5336
111,0.4846,0.539
112,0.4892,0.5346
113,0.4933,0.5397
114,0.4927,0.546
115,0.4906,0.5384
116,0.4947,0.5427
117,0.4932,0.5425
118,0.4946,0.5403
119,0.4974,0.5364
120,0.4952,0.554
121,0.4996,0.5492
122,0.4984,0.5534
123,0.4994,0.5486
124,0.5004,0.5536
125,0.4975,0.5498
126,0.5016,0.55
127,0.4986,0.5539
128,0.504,0.5503
129,0.5065,0.5497
130,0.506,0.5552
131,0.5063,0.5496
132,0.504,0.5611
133,0.5078,0.5492
134,0.5084,0.5552
135,0.506,0.5558
136,0.5082,0.5514
137,0.5059,0.5524
138,0.509,0.553
139,0.5104,0.5546
140,0.511,0.567
141,0.5147,0.5618
142,0.5107,0.5544
143,0.5098,0.5488
144,0.51,0.5694
145,0.5132,0.5564
146,0.5171,0.558
147,0.513,0.5678
148,0.5174,0.5613
149,0.5148,0.5604
150,0.5125,0.5574
151,0.5186,0.5617
152,0.515,0.5603
153,0.5227,0.5558
154,0.5222,0.5684
155,0.5218,0.5632
156,0.5196,0.5608
157,0.5172,0.5694
158,0.5214,0.5616
159,0.5224,0.5604
160,0.5204,0.5594
161,0.5232,0.5581
162,0.5198,0.5558
163,0.5234,0.5593
164,0.5234,0.5528
165,0.521,0.5592
166,0.5257,0.5693
167,0.5234,0.5777
168,0.5224,0.5752
169,0.5291,0.5668
170,0.5226,0.5622
171,0.5235,0.5682
172,0.5249,0.5638
173,0.5278,0.5717
174,0.5304,0.5718
175,0.5299,0.5708
176,0.5254,0.5599
177,0.529,0.5751
178,0.5272,0.57
179,0.5337,0.567
180,0.5288,0.5694
181,0.5298,0.5668
182,0.5306,0.5731
183,0.5266,0.5794
184,0.5313,0.5606
185,0.535,0.5716
186,0.529,0.5646
187,0.5319,0.5737
188,0.5352,0.5617
189,0.5344,0.5647
190,0.5334,0.5556
191,0.5302,0.5614
192,0.5323,0.5634
193,0.5338,0.5656
194,0.532,0.5669
